Order ID,Order Date,Customer Name,Country,State,City,Region,Segment,Ship Mode,Category,Sub-Category,Product Name,Discount,Sales,Profit,Quantity,Feedback?,Year,Month,Profit_Margin
AZ-2011-9992253,2011-09-19,Ralph Holmes,United Kingdom,England,Blackburn,North,Consumer,Economy,Technology,Copiers,"Sharp Personal Copier, Digital",0.0,359.0,179.0,3,False,2011,9,0.4986072423398329
AZ-2011-3127133,2011-09-19,Hershel Snyder,Spain,Murcia,Murcia,South,Corporate,Economy,Furniture,Furnishings,"Deflect-O Photo Frame, Black",0.0,311.0,68.0,6,True,2011,9,0.21864951768488747
AZ-2011-3127133,2011-09-19,Hershel Snyder,Spain,Murcia,Murcia,South,Corporate,Economy,Office Supplies,Binders,"Cardinal Binder Covers, Clear",0.0,34.0,9.0,3,True,2011,9,0.2647058823529412
BN-2011-1950255,2011-09-19,Aaron Macrossan,United Kingdom,Scotland,Cumbernauld,North,Home Office,Economy,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",0.0,81.0,41.0,3,False,2011,9,0.5061728395061729
AZ-2011-2523831,2011-09-20,Holly Doyle,Germany,North Rhine-Westphalia,Wuppertal,Central,Consumer,Economy Plus,Office Supplies,Art,"BIC Pens, Easy-Erase",0.0,44.0,10.0,3,False,2011,9,0.22727272727272727
AZ-2011-5113507,2011-09-20,Gilbert Montgomery,Germany,North Rhine-Westphalia,Bochum,Central,Consumer,Economy Plus,Furniture,Chairs,"SAFCO Bag Chairs, Red",0.1,178.0,-6.0,4,False,2011,9,-0.033707865168539325
AZ-2011-5113507,2011-09-20,Gilbert Montgomery,Germany,North Rhine-Westphalia,Bochum,Central,Consumer,Economy Plus,Technology,Copiers,"HP Copy Machine, Laser",0.0,973.0,487.0,4,True,2011,9,0.5005138746145941
AZ-2011-7643452,2011-09-20,Zachary Disher,United Kingdom,England,Colchester,North,Consumer,Immediate,Office Supplies,Supplies,"Stiletto Ruler, Serrated",0.0,35.0,11.0,3,False,2011,9,0.3142857142857143
AZ-2011-2459767,2011-09-20,George To Rot,Italy,Sicily,Catania,South,Corporate,Economy,Office Supplies,Art,"BIC Markers, Water Color",0.0,118.0,41.0,4,True,2011,9,0.3474576271186441
AZ-2011-3828424,2011-09-20,Viola Watson,United Kingdom,England,Leeds,North,Consumer,Economy,Office Supplies,Storage,"Tenex File Cart, Single Width",0.0,268.0,24.0,2,False,2011,9,0.08955223880597014
AZ-2011-3828424,2011-09-20,Viola Watson,United Kingdom,England,Leeds,North,Consumer,Economy,Technology,Phones,"Cisco Speaker Phone, Cordless",0.0,565.0,57.0,4,True,2011,9,0.10088495575221239
AZ-2011-2202582,2011-09-20,Noah Hart,France,Ile-de-France,Drancy,Central,Consumer,Economy Plus,Furniture,Chairs,"Novimex Steel Folding Chair, Adjustable",0.1,152.0,7.0,2,True,2011,9,0.046052631578947366
AZ-2011-3640757,2011-09-21,Milla Hollinworth,Italy,Trentino-Alto Adige,Bolzano,South,Corporate,Priority,Office Supplies,Art,"Binney & Smith Pens, Blue",0.0,36.0,15.0,3,True,2011,9,0.4166666666666667
BN-2011-3102464,2011-09-21,Lily Tyler,France,Pays de la Loire,La Baule-Escoublac,Central,Home Office,Economy Plus,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",0.0,21.0,9.0,4,True,2011,9,0.42857142857142855
BN-2011-3102464,2011-09-21,Lily Tyler,France,Pays de la Loire,La Baule-Escoublac,Central,Home Office,Economy Plus,Office Supplies,Labels,"Novimex Round Labels, 5000 Label Set",0.0,13.0,6.0,2,True,2011,9,0.46153846153846156
BN-2011-3102464,2011-09-21,Lily Tyler,France,Pays de la Loire,La Baule-Escoublac,Central,Home Office,Economy Plus,Office Supplies,Paper,"Eaton Note Cards, Multicolor",0.0,61.0,25.0,2,False,2011,9,0.4098360655737705
AZ-2011-2669941,2011-09-22,Edward Zwar,United Kingdom,England,York,North,Consumer,Economy,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",0.0,161.0,80.0,5,False,2011,9,0.4968944099378882
AZ-2011-2859436,2011-09-22,Aaron Davey,Germany,Bavaria,Munich,Central,Consumer,Economy,Office Supplies,Art,"Stanley Canvas, Fluorescent",0.0,304.0,97.0,6,False,2011,9,0.3190789473684211
AZ-2011-2859436,2011-09-22,Aaron Davey,Germany,Bavaria,Munich,Central,Consumer,Economy,Technology,Machines,"StarTech Calculator, White",0.0,115.0,2.0,3,True,2011,9,0.017391304347826087
AZ-2011-3958316,2011-09-22,Xavier Martindale,Germany,North Rhine-Westphalia,Cologne,Central,Consumer,Economy,Office Supplies,Binders,"Wilson Jones Binder, Economy",0.0,65.0,20.0,5,True,2011,9,0.3076923076923077
AZ-2011-666847,2011-09-22,Paul Cleary,France,Ile-de-France,Paris,Central,Corporate,Economy,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",0.0,239.0,96.0,8,True,2011,9,0.401673640167364
AZ-2011-666847,2011-09-22,Paul Cleary,France,Ile-de-France,Paris,Central,Corporate,Economy,Technology,Phones,"Samsung Headset, VoIP",0.2,187.0,59.0,3,False,2011,9,0.3155080213903743
AZ-2011-8078797,2011-09-22,Ngoc Orozco,Italy,Apulia,Molfetta,South,Home Office,Immediate,Furniture,Furnishings,"Tenex Frame, Erganomic",0.0,326.0,107.0,3,False,2011,9,0.3282208588957055
AZ-2011-5170408,2011-09-23,Lucas Warren,Germany,North Rhine-Westphalia,Krefeld,Central,Consumer,Economy Plus,Office Supplies,Paper,"Enermax Computer Printout Paper, Recycled",0.0,85.0,4.0,3,False,2011,9,0.047058823529411764
AZ-2011-1776203,2011-09-23,Lily Dallachy,France,Alsace-Champagne-Ardenne-Lorraine,Verdun,Central,Corporate,Economy Plus,Office Supplies,Art,"Stanley Highlighters, Easy-Erase",0.0,45.0,16.0,3,False,2011,9,0.35555555555555557
AZ-2011-9137114,2011-09-23,Jake Barry,Germany,Saxony-Anhalt,Magdeburg,Central,Home Office,Economy,Furniture,Bookcases,"Safco Corner Shelving, Mobile",0.1,410.0,155.0,3,True,2011,9,0.3780487804878049
BN-2011-8011625,2011-09-23,Audrey Knowles,Germany,Berlin,Berlin,Central,Consumer,Priority,Office Supplies,Art,"BIC Canvas, Blue",0.1,145.0,-3.0,3,True,2011,9,-0.020689655172413793
BN-2011-8011625,2011-09-23,Audrey Knowles,Germany,Berlin,Berlin,Central,Consumer,Priority,Office Supplies,Envelopes,"Cameo Clasp Envelope, Security-Tint",0.1,21.0,3.0,2,True,2011,9,0.14285714285714285
BN-2011-8011625,2011-09-23,Audrey Knowles,Germany,Berlin,Berlin,Central,Consumer,Priority,Office Supplies,Paper,"Xerox Computer Printout Paper, Premium",0.1,71.0,32.0,3,True,2011,9,0.4507042253521127
BN-2011-5999704,2011-09-23,Alexandra Portus,Sweden,Västra Götaland,Gothenburg,North,Corporate,Economy,Office Supplies,Supplies,"Elite Box Cutter, High Speed",0.5,122.0,-24.0,7,True,2011,9,-0.19672131147540983
AZ-2011-5981422,2011-09-24,Alannah Callaway,United Kingdom,England,Birkenhead,North,Consumer,Priority,Office Supplies,Binders,"Cardinal Binding Machine, Clear",0.0,148.0,59.0,3,True,2011,9,0.39864864864864863
AZ-2011-3081666,2011-09-24,Isabella Falkiner,Germany,Baden-Württemberg,Mannheim,Central,Corporate,Priority,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",0.0,57.0,25.0,3,False,2011,9,0.43859649122807015
AZ-2011-8385833,2011-09-26,Joseph Wright,France,Nord-Pas-de-Calais-Picardie,Beauvais,Central,Home Office,Economy,Office Supplies,Fasteners,"Accos Rubber Bands, Assorted Sizes",0.0,42.0,10.0,3,False,2011,9,0.23809523809523808
AZ-2011-8385833,2011-09-26,Joseph Wright,France,Nord-Pas-de-Calais-Picardie,Beauvais,Central,Home Office,Economy,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible",0.0,80.0,14.0,6,False,2011,9,0.175
AZ-2011-8385833,2011-09-26,Joseph Wright,France,Nord-Pas-de-Calais-Picardie,Beauvais,Central,Home Office,Economy,Office Supplies,Labels,"Avery Legal Exhibit Labels, 5000 Label Set",0.0,106.0,48.0,9,False,2011,9,0.4528301886792453
AZ-2011-8385833,2011-09-26,Joseph Wright,France,Nord-Pas-de-Calais-Picardie,Beauvais,Central,Home Office,Economy,Office Supplies,Storage,"Smead Folders, Wire Frame",0.1,30.0,-1.0,2,True,2011,9,-0.03333333333333333
AZ-2011-9846690,2011-09-26,Eve Spencer,Germany,North Rhine-Westphalia,Duisburg,Central,Consumer,Economy,Technology,Phones,"Samsung Office Telephone, VoIP",0.0,131.0,38.0,2,False,2011,9,0.2900763358778626
BN-2011-7685910,2011-09-26,Bradley Howell,Germany,Hesse,Wiesbaden,Central,Corporate,Economy,Office Supplies,Art,"BIC Markers, Water Color",0.0,237.0,83.0,8,True,2011,9,0.350210970464135
BN-2011-7685910,2011-09-26,Bradley Howell,Germany,Hesse,Wiesbaden,Central,Corporate,Economy,Office Supplies,Storage,"Fellowes Box, Industrial",0.1,54.0,-3.0,3,False,2011,9,-0.05555555555555555
BN-2011-9556882,2011-09-26,Isabelle Radcliffe,France,Nord-Pas-de-Calais-Picardie,Arras,Central,Corporate,Economy,Office Supplies,Fasteners,"OIC Paper Clips, 12 Pack",0.0,28.0,7.0,2,True,2011,9,0.25
AZ-2011-7123116,2011-09-27,Madison Chadwick,United Kingdom,England,Littlehampton,North,Consumer,Economy,Technology,Accessories,"Logitech Flash Drive, Bluetooth",0.0,122.0,52.0,4,True,2011,9,0.4262295081967213
AZ-2011-2571428,2011-09-27,Jack Brier,Germany,Berlin,Berlin,Central,Consumer,Economy,Office Supplies,Art,"BIC Canvas, Fluorescent",0.1,445.0,124.0,9,False,2011,9,0.2786516853932584
AZ-2011-2571428,2011-09-27,Jack Brier,Germany,Berlin,Berlin,Central,Consumer,Economy,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",0.1,136.0,13.0,5,True,2011,9,0.09558823529411764
AZ-2011-2571428,2011-09-27,Jack Brier,Germany,Berlin,Berlin,Central,Consumer,Economy,Office Supplies,Storage,"Smead Shelving, Wire Frame",0.2,115.0,37.0,3,True,2011,9,0.3217391304347826
AZ-2011-3149617,2011-09-27,David Harney,France,Brittany,Saint-Malo,Central,Corporate,Priority,Technology,Copiers,"Sharp Fax Machine, High-Speed",0.2,999.0,70.0,4,False,2011,9,0.07007007007007007
AZ-2011-3101381,2011-09-27,Devin Huddleston,Italy,Sardinia,Cagliari,South,Consumer,Economy,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",0.0,32.0,8.0,5,True,2011,9,0.25
AZ-2011-8378099,2011-09-27,Juan Smith,United Kingdom,England,Newcastle upon Tyne,North,Consumer,Economy,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Security-Tint",0.0,149.0,15.0,3,True,2011,9,0.10067114093959731
BN-2011-188092,2011-09-27,Peter Daly,Italy,Tuscany,Carrara,South,Consumer,Economy,Office Supplies,Art,"Stanley Markers, Fluorescent",0.0,117.0,40.0,5,False,2011,9,0.3418803418803419
BN-2011-188092,2011-09-27,Peter Daly,Italy,Tuscany,Carrara,South,Consumer,Economy,Office Supplies,Envelopes,"Ames Manila Envelope, Recycled",0.0,117.0,45.0,5,False,2011,9,0.38461538461538464
BN-2011-188092,2011-09-27,Peter Daly,Italy,Tuscany,Carrara,South,Consumer,Economy,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",0.0,81.0,32.0,3,True,2011,9,0.3950617283950617
BN-2011-188092,2011-09-27,Peter Daly,Italy,Tuscany,Carrara,South,Consumer,Economy,Office Supplies,Envelopes,"Cameo Manila Envelope, Security-Tint",0.0,206.0,101.0,7,True,2011,9,0.49029126213592233
BN-2011-188092,2011-09-27,Peter Daly,Italy,Tuscany,Carrara,South,Consumer,Economy,Office Supplies,Storage,"Eldon File Cart, Blue",0.4,305.0,-193.0,4,True,2011,9,-0.6327868852459017
BN-2011-188092,2011-09-27,Peter Daly,Italy,Tuscany,Carrara,South,Consumer,Economy,Technology,Phones,"Apple Audio Dock, Full Size",0.4,202.0,-104.0,2,False,2011,9,-0.5148514851485149
AZ-2011-4234441,2011-09-28,Jean Crowley,Austria,Styria,Graz,Central,Corporate,Economy Plus,Furniture,Chairs,"SAFCO Chairmat, Adjustable",0.0,187.0,41.0,3,False,2011,9,0.2192513368983957
AZ-2011-3982438,2011-09-28,Spencer Calvert,France,Brittany,Quimper,Central,Corporate,Economy,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, with clear poly window",0.0,13.0,5.0,1,False,2011,9,0.38461538461538464
AZ-2011-7671743,2011-09-28,Christy Wiley,Germany,North Rhine-Westphalia,Cologne,Central,Consumer,Economy Plus,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Recycled",0.0,15.0,7.0,2,True,2011,9,0.4666666666666667
AZ-2011-5023465,2011-09-28,Samuel Hardey,Spain,Valenciana,Valencia,South,Home Office,Economy Plus,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",0.0,90.0,21.0,3,True,2011,9,0.23333333333333334
AZ-2011-5023465,2011-09-28,Samuel Hardey,Spain,Valenciana,Valencia,South,Home Office,Economy Plus,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack",0.0,28.0,10.0,2,True,2011,9,0.35714285714285715
AZ-2011-3998709,2011-09-28,Chloe O'Dea,United Kingdom,England,Gloucester,North,Consumer,Economy,Office Supplies,Fasteners,"Stockwell Clamps, Metal",0.0,95.0,2.0,5,True,2011,9,0.021052631578947368
AZ-2011-6026153,2011-09-28,Abbie Perry,Italy,Tuscany,Massa,South,Consumer,Economy,Office Supplies,Binders,"Wilson Jones Binder, Economy",0.0,26.0,8.0,2,False,2011,9,0.3076923076923077
AZ-2011-3858939,2011-09-29,Julian Mack,France,Ile-de-France,Courbevoie,Central,Consumer,Economy,Office Supplies,Art,"Boston Pens, Easy-Erase",0.0,116.0,38.0,8,False,2011,9,0.3275862068965517
AZ-2011-3858939,2011-09-29,Julian Mack,France,Ile-de-France,Courbevoie,Central,Consumer,Economy,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",0.0,36.0,5.0,4,False,2011,9,0.1388888888888889
AZ-2011-3858939,2011-09-29,Julian Mack,France,Ile-de-France,Courbevoie,Central,Consumer,Economy,Office Supplies,Supplies,"Stiletto Shears, Serrated",0.0,90.0,30.0,2,False,2011,9,0.3333333333333333
AZ-2011-9451747,2011-09-29,Casey Forte,Germany,North Rhine-Westphalia,Duisburg,Central,Consumer,Economy,Office Supplies,Art,"Binney & Smith Highlighters, Fluorescent",0.0,54.0,4.0,3,True,2011,9,0.07407407407407407
AZ-2011-5582578,2011-09-29,Ali Mander-Jones,Spain,Andalusía,Dos Hermanas,South,Home Office,Economy,Furniture,Bookcases,"Dania Corner Shelving, Traditional",0.0,854.0,290.0,7,False,2011,9,0.3395784543325527
AZ-2011-5582578,2011-09-29,Ali Mander-Jones,Spain,Andalusía,Dos Hermanas,South,Home Office,Economy,Office Supplies,Appliances,"Breville Coffee Grinder, Silver",0.0,438.0,175.0,7,False,2011,9,0.3995433789954338
AZ-2011-7921819,2011-09-30,Archer Hort,France,Languedoc-Roussillon-Midi-Pyrénées,Toulouse,Central,Consumer,Economy,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",0.6,393.0,-157.0,5,False,2011,9,-0.3994910941475827
AZ-2011-7921819,2011-09-30,Archer Hort,France,Languedoc-Roussillon-Midi-Pyrénées,Toulouse,Central,Consumer,Economy,Furniture,Chairs,"Harbour Creations Swivel Stool, Black",0.6,142.0,-96.0,2,True,2011,9,-0.676056338028169
AZ-2011-7921819,2011-09-30,Archer Hort,France,Languedoc-Roussillon-Midi-Pyrénées,Toulouse,Central,Consumer,Economy,Furniture,Chairs,"SAFCO Bag Chairs, Black",0.6,169.0,-182.0,9,True,2011,9,-1.0769230769230769
AZ-2011-7921819,2011-09-30,Archer Hort,France,Languedoc-Roussillon-Midi-Pyrénées,Toulouse,Central,Consumer,Economy,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",0.5,31.0,-1.0,9,False,2011,9,-0.03225806451612903
AZ-2011-2445910,2011-09-30,Susan Williams,Italy,Abruzzi,Pescara,South,Home Office,Economy,Office Supplies,Storage,"Rogers File Cart, Industrial",0.4,85.0,-33.0,1,False,2011,9,-0.38823529411764707
AZ-2011-5942639,2011-09-30,Michael Watkins,Germany,North Rhine-Westphalia,Wuppertal,Central,Home Office,Immediate,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",0.0,251.0,53.0,5,False,2011,9,0.21115537848605578
AZ-2011-5942639,2011-09-30,Michael Watkins,Germany,North Rhine-Westphalia,Wuppertal,Central,Home Office,Immediate,Office Supplies,Supplies,"Stiletto Box Cutter, High Speed",0.0,144.0,32.0,4,True,2011,9,0.2222222222222222
AZ-2011-6274862,2011-09-30,Jason Roger,Germany,Lower Saxony,Langenhagen,Central,Corporate,Priority,Office Supplies,Binders,"Acco Hole Reinforcements, Economy",0.0,13.0,1.0,2,False,2011,9,0.07692307692307693
BN-2011-5132700,2011-10-03,Walter Aguilar,Italy,Piedmont,Novara,South,Consumer,Economy,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",0.0,242.0,102.0,2,False,2011,10,0.4214876033057851
BN-2011-5132700,2011-10-03,Walter Aguilar,Italy,Piedmont,Novara,South,Consumer,Economy,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",0.0,21.0,11.0,3,False,2011,10,0.5238095238095238
BN-2011-5132700,2011-10-03,Walter Aguilar,Italy,Piedmont,Novara,South,Consumer,Economy,Office Supplies,Storage,"Tenex Shelving, Wire Frame",0.4,290.0,-136.0,9,True,2011,10,-0.4689655172413793
AZ-2011-2730322,2011-10-04,Mark Washington,France,Ile-de-France,Montreuil,Central,Home Office,Economy,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",0.0,293.0,146.0,6,False,2011,10,0.49829351535836175
AZ-2011-2730322,2011-10-04,Mark Washington,France,Ile-de-France,Montreuil,Central,Home Office,Economy,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Red",0.1,77.0,2.0,2,False,2011,10,0.025974025974025976
AZ-2011-2730322,2011-10-04,Mark Washington,France,Ile-de-France,Montreuil,Central,Home Office,Economy,Office Supplies,Art,"Sanford Highlighters, Fluorescent",0.0,85.0,36.0,5,True,2011,10,0.4235294117647059
AZ-2011-2730322,2011-10-04,Mark Washington,France,Ile-de-France,Montreuil,Central,Home Office,Economy,Office Supplies,Supplies,"Stiletto Trimmer, Serrated",0.0,276.0,16.0,7,True,2011,10,0.057971014492753624
AZ-2011-2730322,2011-10-04,Mark Washington,France,Ile-de-France,Montreuil,Central,Home Office,Economy,Technology,Machines,"Panasonic Phone, Durable",0.2,361.0,132.0,5,True,2011,10,0.3656509695290859
AZ-2011-2730322,2011-10-04,Mark Washington,France,Ile-de-France,Montreuil,Central,Home Office,Economy,Technology,Phones,"Samsung Audio Dock, VoIP",0.2,568.0,73.0,4,False,2011,10,0.12852112676056338
AZ-2011-3999419,2011-10-06,Nathan Clayton,Germany,Berlin,Berlin,Central,Consumer,Economy,Office Supplies,Storage,"Rogers Trays, Wire Frame",0.2,194.0,70.0,4,False,2011,10,0.36082474226804123
AZ-2011-3706904,2011-10-08,Hayley Swanston,Germany,Hamburg,Hamburg,Central,Home Office,Economy,Office Supplies,Art,"Binney & Smith Highlighters, Fluorescent",0.0,36.0,3.0,2,False,2011,10,0.08333333333333333
AZ-2011-3706904,2011-10-08,Hayley Swanston,Germany,Hamburg,Hamburg,Central,Home Office,Economy,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",0.0,93.0,24.0,2,True,2011,10,0.25806451612903225
BN-2011-1778575,2011-10-08,Daniel Burke,Sweden,Stockholm,Stockholm,North,Home Office,Economy Plus,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",0.5,123.0,-30.0,2,True,2011,10,-0.24390243902439024
AZ-2011-3120181,2011-10-10,Daniel Hamilton,Germany,North Rhine-Westphalia,Recklinghausen,Central,Home Office,Economy,Office Supplies,Art,"Boston Canvas, Water Color",0.0,114.0,17.0,2,False,2011,10,0.14912280701754385
AZ-2011-3120181,2011-10-10,Daniel Hamilton,Germany,North Rhine-Westphalia,Recklinghausen,Central,Home Office,Economy,Office Supplies,Supplies,"Kleencut Scissors, Easy Grip",0.0,120.0,26.0,5,True,2011,10,0.21666666666666667
AZ-2011-8232296,2011-10-10,Kayleigh Summers,Germany,North Rhine-Westphalia,Troisdorf,Central,Consumer,Priority,Office Supplies,Binders,"Avery Binder Covers, Recycled",0.0,34.0,12.0,3,True,2011,10,0.35294117647058826
AZ-2011-8069544,2011-10-10,Maddison Newman,Austria,Upper Austria,Linz,Central,Corporate,Priority,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",0.0,70.0,11.0,8,True,2011,10,0.15714285714285714
AZ-2011-1735855,2011-10-11,Sebastian Barber,United Kingdom,England,Waterlooville,North,Home Office,Economy,Office Supplies,Binders,"Ibico Binder, Economy",0.0,31.0,9.0,2,True,2011,10,0.2903225806451613
AZ-2011-9710351,2011-10-11,Demi Power,France,Languedoc-Roussillon-Midi-Pyrénées,Frontignan,Central,Consumer,Immediate,Office Supplies,Labels,"Smead Removable Labels, Laser Printer Compatible",0.0,52.0,16.0,5,False,2011,10,0.3076923076923077
AZ-2011-5060005,2011-10-11,Gary Crume,Germany,Lower Saxony,Hanover,Central,Consumer,Priority,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",0.5,126.0,-116.0,9,False,2011,10,-0.9206349206349206
AZ-2011-9620626,2011-10-12,Toby Williamson,Spain,Madrid,Madrid,South,Home Office,Immediate,Office Supplies,Binders,"Cardinal Binding Machine, Economy",0.0,100.0,28.0,2,False,2011,10,0.28
AZ-2011-9620626,2011-10-12,Toby Williamson,Spain,Madrid,Madrid,South,Home Office,Immediate,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",0.0,44.0,14.0,5,False,2011,10,0.3181818181818182
AZ-2011-9620626,2011-10-12,Toby Williamson,Spain,Madrid,Madrid,South,Home Office,Immediate,Office Supplies,Storage,"Smead Trays, Industrial",0.1,220.0,56.0,5,False,2011,10,0.2545454545454545
BN-2011-1490837,2011-10-12,Will Poynton,Germany,Rhineland-Palatinate,Trier,Central,Consumer,Economy,Office Supplies,Art,"Boston Sketch Pad, Blue",0.0,243.0,104.0,5,True,2011,10,0.4279835390946502
BN-2011-1490837,2011-10-12,Will Poynton,Germany,Rhineland-Palatinate,Trier,Central,Consumer,Economy,Office Supplies,Storage,"Fellowes Box, Industrial",0.1,91.0,-5.0,5,True,2011,10,-0.054945054945054944
AZ-2011-8967076,2011-10-13,Betty Reynolds,Germany,Hamburg,Hamburg,Central,Corporate,Immediate,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent",0.0,158.0,30.0,3,True,2011,10,0.189873417721519
AZ-2011-8967076,2011-10-13,Betty Reynolds,Germany,Hamburg,Hamburg,Central,Corporate,Immediate,Office Supplies,Paper,"Xerox Memo Slips, 8.5 x 11",0.0,35.0,3.0,2,False,2011,10,0.08571428571428572
AZ-2011-8967076,2011-10-13,Betty Reynolds,Germany,Hamburg,Hamburg,Central,Corporate,Immediate,Office Supplies,Supplies,"Elite Ruler, High Speed",0.0,28.0,2.0,2,False,2011,10,0.07142857142857142
BN-2011-7314925,2011-10-13,Daniel Lucas,Netherlands,South Holland,Rotterdam,Central,Home Office,Immediate,Office Supplies,Art,"BIC Highlighters, Easy-Erase",0.5,19.0,-10.0,2,False,2011,10,-0.5263157894736842
BN-2011-7314925,2011-10-13,Daniel Lucas,Netherlands,South Holland,Rotterdam,Central,Home Office,Immediate,Office Supplies,Art,"BIC Markers, Easy-Erase",0.5,27.0,-12.0,2,True,2011,10,-0.4444444444444444
BN-2011-7314925,2011-10-13,Daniel Lucas,Netherlands,South Holland,Rotterdam,Central,Home Office,Immediate,Office Supplies,Paper,"Green Bar Message Books, Recycled",0.5,36.0,-10.0,3,False,2011,10,-0.2777777777777778
AZ-2011-1890132,2011-10-14,Dennis Conaway,Germany,Baden-Württemberg,Heilbronn,Central,Consumer,Priority,Office Supplies,Art,"Binney & Smith Markers, Fluorescent",0.0,51.0,14.0,2,True,2011,10,0.27450980392156865
AZ-2011-269617,2011-10-14,Lisa Watkins,Germany,North Rhine-Westphalia,Aachen,Central,Consumer,Economy,Office Supplies,Binders,"Acco Binder Covers, Recycled",0.0,41.0,12.0,3,True,2011,10,0.2926829268292683
AZ-2011-1475254,2011-10-17,Bradley Howell,Spain,Basque Country,Bilbao,South,Corporate,Economy Plus,Office Supplies,Storage,"Fellowes Folders, Blue",0.1,48.0,21.0,2,True,2011,10,0.4375
AZ-2011-479838,2011-10-19,Sandra Cook,United Kingdom,England,Worcester,North,Consumer,Economy,Furniture,Bookcases,"Bush Corner Shelving, Pine",0.0,376.0,180.0,3,True,2011,10,0.4787234042553192
AZ-2011-479838,2011-10-19,Sandra Cook,United Kingdom,England,Worcester,North,Consumer,Economy,Office Supplies,Envelopes,"Cameo Business Envelopes, Security-Tint",0.0,34.0,12.0,2,True,2011,10,0.35294117647058826
BN-2011-2093591,2011-10-19,Mary Hough,Netherlands,North Brabant,Helmond,Central,Home Office,Economy,Office Supplies,Art,"Sanford Sketch Pad, Water Color",0.5,73.0,-4.0,3,True,2011,10,-0.0547945205479452
AZ-2011-2320734,2011-10-20,Charlie Wells,France,Ile-de-France,Saint-Ouen,Central,Home Office,Economy,Office Supplies,Paper,"Eaton Parchment Paper, Premium",0.0,13.0,2.0,1,True,2011,10,0.15384615384615385
AZ-2011-7589945,2011-10-20,Rebecca Heysen,Austria,Vienna,Vienna,Central,Corporate,Economy,Furniture,Furnishings,"Eldon Clock, Black",0.0,57.0,16.0,1,False,2011,10,0.2807017543859649
BN-2011-5624168,2011-10-20,Sandra Cook,Germany,Berlin,Berlin,Central,Consumer,Economy,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",0.1,27.0,3.0,1,True,2011,10,0.1111111111111111
BN-2011-5624168,2011-10-20,Sandra Cook,Germany,Berlin,Berlin,Central,Consumer,Economy,Office Supplies,Labels,"Avery Legal Exhibit Labels, Alphabetical",0.1,30.0,4.0,3,True,2011,10,0.13333333333333333
BN-2011-5624168,2011-10-20,Sandra Cook,Germany,Berlin,Berlin,Central,Consumer,Economy,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",0.2,546.0,7.0,5,False,2011,10,0.01282051282051282
BN-2011-5624168,2011-10-20,Sandra Cook,Germany,Berlin,Berlin,Central,Consumer,Economy,Office Supplies,Storage,"Smead File Cart, Single Width",0.2,514.0,-122.0,5,True,2011,10,-0.23735408560311283
AZ-2011-9162974,2011-10-21,Edward Martinez,Finland,Uusimaa,Helsinki,North,Corporate,Economy,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",0.0,293.0,15.0,6,False,2011,10,0.051194539249146756
AZ-2011-9162974,2011-10-21,Edward Martinez,Finland,Uusimaa,Helsinki,North,Corporate,Economy,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",0.0,248.0,82.0,5,False,2011,10,0.33064516129032256
AZ-2011-9162974,2011-10-21,Edward Martinez,Finland,Uusimaa,Helsinki,North,Corporate,Economy,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11",0.0,117.0,33.0,6,False,2011,10,0.28205128205128205
AZ-2011-8519360,2011-10-22,Taj Knetes,France,Ile-de-France,Alfortville,Central,Consumer,Economy,Furniture,Furnishings,"Deflect-O Stacking Tray, Black",0.0,101.0,46.0,4,False,2011,10,0.45544554455445546
